year,exporter_iso3,exporter_name,importer_iso3,importer_name,trade_value_thousand_usd,quantity_metric_tons,quantity_missing
2017,CYP,Cyprus,LBY,Libya,296648.138,543639.0,0
2017,JPN,Japan,PHL,Philippines,296631.725,567844.31,0
2017,ARE,United Arab Emirates,OMN,Oman,296223.505,353459.281,0
2017,MYS,Malaysia,PHL,Philippines,295997.183,606728.91,0
2017,AUT,Austria,SVK,Slovakia,294673.769,459165.054,0
2017,NOR,Norway,DNK,Denmark,294538.801,571942.156,0
2017,BHR,Bahrain,ZAF,South Africa,294428.212,701301.993,0
2017,SAU,Saudi Arabia,TZA,United Rep. of Tanzania,293472.77,675923.84,0
2017,TUR,TÃ¼rkiye,SGP,Singapore,288013.435,831980.091,0
2017,BLR,Belarus,POL,Poland,287217.366,578826.038,0
2017,FIN,Finland,DEU,Germany,285303.831,566976.119,0
2017,BEL,Belgium,ESP,Spain,284632.15,680203.837,0
2017,CZE,Czechia,SVK,Slovakia,284391.225,457070.965,0
2017,CHN,China,NLD,Netherlands,282079.491,183922.871,0
2017,BEL,Belgium,BRA,Brazil,280890.755,587086.818,0
2017,NLD,Netherlands,FIN,Finland,279389.941,332780.506,0
2017,HUN,Hungary,ROU,Romania,278981.687,465336.709,0
2017,TUR,TÃ¼rkiye,USA,USA,277778.857,472244.586,0
2017,USA,USA,ABW,Aruba,277280.503,291423.861,0
2017,USA,USA,TGO,Togo,276952.854,324667.336,0
2017,CHN,China,PAN,Panama,276928.537,380919.524,0
2017,GRC,Greece,KOR,Rep. of Korea,276046.73,633006.584,0
2017,RUS,Russian Federation,IND,India,275800.971,640351.446,0
2017,NLD,Netherlands,ARG,Argentina,275798.723,522114.323,0
2017,RUS,Russian Federation,SAU,Saudi Arabia,272007.184,1025501.2,0
2017,GBR,United Kingdom,ISR,Israel,267429.514,448548.957,0
2017,HRV,Croatia,BIH,Bosnia Herzegovina,266221.561,482688.94,0
2017,KOR,Rep. of Korea,AGO,Angola,265552.143,553397.231,0
2017,BHR,Bahrain,KOR,Rep. of Korea,264942.723,557208.92,0
2017,DNK,Denmark,NOR,Norway,260869.341,548878.758,0
